id,permalink,username,to,text,date,retweets,favorites,mentions,hashtags,geo
985664954391937024,https://twitter.com/ImmiNinja/status/985664954391937024,ImmiNinja,,Your Sherlock skills is in line with OCD freakshow @code_freak777,2018-04-15 23:43:32+00:00,0,0,@code_freak777,,
985664709692018688,https://twitter.com/ImmiNinja/status/985664709692018688,ImmiNinja,,"Yeah, so what? Its the cost of doing business. It'll be more than $140K as they need to pay med insurance, Social security, etc.",2018-04-15 23:42:34+00:00,0,0,,,
985664061214896128,https://twitter.com/ImmiNinja/status/985664061214896128,ImmiNinja,,Wage cutting low skill coolie,2018-04-15 23:39:59+00:00,0,0,,,
985663946110545920,https://twitter.com/ImmiNinja/status/985663946110545920,ImmiNinja,,Level playing field for AMs will be possible if min wage is raised to $120K. But where is push for that from H1Bs? All they push for is bill to steal GC so they can escape @USCIS scrutiny before they are caught for wage cutting. H1Bs should also act fair if they need fairness.,2018-04-15 23:39:32+00:00,0,0,@USCIS,,
985662542667071488,https://twitter.com/ImmiNinja/status/985662542667071488,ImmiNinja,,OCD freak has no point to argue. Keep on repeating the same lie.,2018-04-15 23:33:57+00:00,0,0,,,
985662349787844608,https://twitter.com/ImmiNinja/status/985662349787844608,ImmiNinja,,In an airplane. Did you come in an underground tunnel? Now your turn to prove you are not a wage cutter. Post W2 if you are not wage cutter.,2018-04-15 23:33:11+00:00,0,0,,,
985662284801495040,https://twitter.com/dsmthewantclub/status/985662284801495040,dsmthewantclub,,Damn. Creative Agency Wongdoody Acquired by Indian IT Giant Infosys for $75 Million http://adweek.it/2H0u8p9,2018-04-15 23:32:56+00:00,0,0,,,
985662109739466753,https://twitter.com/ImmiNinja/status/985662109739466753,ImmiNinja,,OCD freak. Keep lying.,2018-04-15 23:32:14+00:00,0,0,,,
985662008065339394,https://twitter.com/ImmiNinja/status/985662008065339394,ImmiNinja,,I don't think anyone forgets it. They are very well aware of it and encourage it. See how all H1Bs want to spread the abuse by swarming senators to allow their spouse on H4EAD abuse the system even more?,2018-04-15 23:31:50+00:00,0,0,,,
985661430706794498,https://twitter.com/ImmiNinja/status/985661430706794498,ImmiNinja,,Freakshow agrees yet freakshow wants faster green cards for wage cutters and resume fakers. Standup for fraudsters stealing green cards from ROW. #NoHR392,2018-04-15 23:29:32+00:00,0,0,,#NoHR392,
