id,permalink,username,to,text,date,retweets,favorites,mentions,hashtags,geo
1030541771359453184,https://twitter.com/CodingBusiness/status/1030541771359453184,CodingBusiness,,The race-based hiring by companies like Cognizant and InfoSys is the true #discrimination towards all other countries including US for years. @USDOL @USCIS should look into these kind of cheap labor visa scams. #nohr392 #noS281 #noh4ead https://twitter.com/Alex__boi_/status/1030138268195737601 …,2018-08-17 19:47:59+00:00,1,0,@USDOL @USCIS,#discrimination #nohr392 #noS281 #noh4ead,
1030541543764123649,https://twitter.com/expert_infosys/status/1030541543764123649,expert_infosys,,"It's bad, so sad- end of story. What #Dropbox dropping #Linux support says - TechRepublichttps://www.techrepublic.com/article/what-dropbox-dropping-linux-support-says/ …",2018-08-17 19:47:05+00:00,0,0,,#Dropbox #Linux,
1030540548707250176,https://twitter.com/ITPortland/status/1030540548707250176,ITPortland,,"Senior Project Manager – US: Role Senior Project Manager – US Auto req ID 34114BR Domain Hi -Tech Skillset Java EE , Country USA State / Region / Province Oregon Work Location Portland, OR Company ITL USA Job Description Infosys– MFGADM– Senior Project… http://tw.eet.link/QgDtsZ pic.twitter.com/OATsqSiE4M",2018-08-17 19:43:07+00:00,0,0,,,
1030540007029792768,https://twitter.com/prasadtakalkar/status/1030540007029792768,prasadtakalkar,Know,@anandmahindra @melindagates @gatesfoundation @RNTata2000 @NandanNilekani @Infosys @Wipro @kiranshaw @ArcelorMittal @MumbaiMirror @timesofindia @BBC #Charity #CharityisLifehttps://twitter.com/Know/status/1030538000629940225 …,2018-08-17 19:40:58+00:00,0,0,@anandmahindra @melindagates @gatesfoundation @RNTata2000 @NandanNilekani @Infosys @Wipro @kiranshaw @ArcelorMittal @MumbaiMirror @timesofindia @BBC,#Charity #CharityisLifehttps,
1030539834513924096,https://twitter.com/expert_infosys/status/1030539834513924096,expert_infosys,,Do you need #MSP now? Just call us!https://wtop.com/tech/2018/08/what-to-know-about-windows-10-and-microsoft-managed-desktop/ …,2018-08-17 19:40:17+00:00,0,0,,#MSP,
1030539542779109377,https://twitter.com/expert_infosys/status/1030539542779109377,expert_infosys,,We are already offering #managed #services #MSP to our clients. https://wtop.com/tech/2018/08/what-to-know-about-windows-10-and-microsoft-managed-desktop/ …,2018-08-17 19:39:08+00:00,0,0,,#managed #services #MSP,
1030535337427324929,https://twitter.com/prasadtakalkar/status/1030535337427324929,prasadtakalkar,anandmahindra,God bless you all #Charity #Humanity #India @RNTata2000 @Wipro @NandanNilekani @Infosys @facebook @WarrenBuffett @BillGates @melindagates @melindagates @Koch_Industries @amazonIN @JeffBezos @richardbransonhttps://twitter.com/anandmahindra/status/1030482238662619137 …,2018-08-17 19:22:25+00:00,0,0,@RNTata2000 @Wipro @NandanNilekani @Infosys @facebook @WarrenBuffett @BillGates @melindagates @melindagates @Koch_Industries @amazonIN @JeffBezos @richardbransonhttps,#Charity #Humanity #India,
1030533744141131776,https://twitter.com/Recruit_Georgia/status/1030533744141131776,Recruit_Georgia,,"Group Project Manager – US: Role Group Project Manager – US Auto req ID 31373BR Domain Insurance Country USA State / Region / Province Georgia Work Location Atlanta, GA Company Infosys McCamish Job Description Infosys McCamish – Group Project Manager –… http://tw.eet.link/QgDmbT pic.twitter.com/Wo5g7B2Fcf",2018-08-17 19:16:05+00:00,0,1,,,
1030530612652736512,https://twitter.com/indahpgs/status/1030530612652736512,indahpgs,,Infosys Launches Blockchain Framework for Financial Services http://cointelegraph.com/news/infosys-launches-blockchain-framework-for-financial-services?ref=118 …,2018-08-17 19:03:39+00:00,0,0,,,
1030530418334785536,https://twitter.com/Lokesha99/status/1030530418334785536,Lokesha99,,Send me r resume for infosys there is opening.for CA,2018-08-17 19:02:52+00:00,0,0,,,
1030530019033055232,https://twitter.com/HayfordMarket/status/1030530019033055232,HayfordMarket,,Infosys hires thousands more US staff as part of recruitment pledge http://ed.gr/o3f9,2018-08-17 19:01:17+00:00,0,0,,,
1030529493348347904,https://twitter.com/AnnieLichtner/status/1030529493348347904,AnnieLichtner,,Merci Julien pour le partage,2018-08-17 18:59:12+00:00,0,0,,,
1030528456197529600,https://twitter.com/oncommentwise/status/1030528456197529600,oncommentwise,,SEBI must clarify rights and liabilities of promoters: NR Narayana Murthy: Infosys founder NR Narayana Murthy spoke to ET at length on the need for clarification from the country’s market regulator on the rights and liabilities of promoters of listed… http://dlvr.it/QgDg7t,2018-08-17 18:55:04+00:00,0,0,,,
1030525229221609472,https://twitter.com/vinay_pspk/status/1030525229221609472,vinay_pspk,,Ok sis i am in Electronic City Phase 1 near infosys gate 6 definitely tomorrow I will paid money,2018-08-17 18:42:15+00:00,0,1,,,
1030512567582683137,https://twitter.com/Indukapoor10/status/1030512567582683137,Indukapoor10,,"Net2Source Inc. Hiring: Account Managers ( US Staffing ) Requirements: Must have minimum 5+ years of exp in US Staffing working with large system integrators like Cognizant, Infosys, DXC Technology, HCL, Mphasis or Tech Mahindra. Must have strong hands-…https://lnkd.in/fHXeDZf",2018-08-17 17:51:56+00:00,0,0,,,
1030507670837579776,https://twitter.com/BoseforEquity/status/1030507670837579776,BoseforEquity,,I added a video to a @YouTube playlist http://youtu.be/iY8Hbe-4J5U?a INFOSYS Fundamental Analysis | Top IT Companies in India | Indian Stock,2018-08-17 17:32:29+00:00,0,1,@YouTube,,
1030505592459325442,https://twitter.com/BankXRP/status/1030505592459325442,BankXRP,,"Shri. Nandan Nilekani (Co-Founder, and Non- Executive Chairman, Infosys), at the UPI 2.0 Launch 17 Aug 2018 https://youtu.be/E3veTcqRzN0",2018-08-17 17:24:13+00:00,2,11,,,
1030502296545845248,https://twitter.com/stocks_in/status/1030502296545845248,stocks_in,,Indian ADRs on US Exchange #NYSE ICICI Bank : 1.31% HDFC Bank : 0.07% Tata Motors : 3.07% Wipro : 0.3% Vedanta : 2.46% Infosys : 0.21% Dr Reddy's : 1.11%,2018-08-17 17:11:07+00:00,1,8,,#NYSE,
1030500844628836352,https://twitter.com/madanlathi/status/1030500844628836352,madanlathi,anandesh,"Resp Sir, Good evening N H rU? N Sir, if possible Pl do me a favour N this is my humble request for my Son Mr Mayur Lathi is working with Infosys BPO in Accounts frm last 6 yrs N He is Mcom MBA Finn N Articleship completed. As per last U r message, Mail sent to Ms Janhvi Deshmukh",2018-08-17 17:05:21+00:00,0,0,,,
1030500613551845376,https://twitter.com/sangram1kesari1/status/1030500613551845376,sangram1kesari1,,@BillGates @realDonaldTrump @WarrenBuffett @rupertmurdoch @RNTata2000 @anandmahindra @AdityaBirlaGrp @ril_foundation @reliancegroup @JeffBezos @CNN @CMOKerala @narendramodi @abpnewstv @ndtv kindly donate @Paytm @business @ArcelorMittal @UltraTechCement @Wipro @TCS @Infosys @UNpic.twitter.com/gf3Wpd6Onk,2018-08-17 17:04:26+00:00,0,0,@BillGates @realDonaldTrump @WarrenBuffett @rupertmurdoch @RNTata2000 @anandmahindra @AdityaBirlaGrp @ril_foundation @reliancegroup @JeffBezos @CNN @CMOKerala @narendramodi @abpnewstv @ndtv @Paytm @business @ArcelorMittal @UltraTechCement @Wipro @TCS @Infosys @UNpic,,
1030490496919986176,https://twitter.com/Vidyut/status/1030490496919986176,Vidyut,,Finacle software by Infosys denies creation of bank accounts without Aadhaar - https://aadhaar.fail/conflict-of-interest/finacle-software-by-infosys-denies-creation-of-bank-accounts-without-aadhaar/?utm_source=TW&utm_medium=Twitter+Vidyut&utm_campaign=SNAP%2Bfrom%2BAadhaar+FAIL …pic.twitter.com/o3LTexNGCk,2018-08-17 16:24:14+00:00,12,8,,,
1030490489391202304,https://twitter.com/AadhaarFail/status/1030490489391202304,AadhaarFail,,Finacle software by Infosys denies creation of bank accounts without Aadhaar https://aadhaar.fail/conflict-of-interest/finacle-software-by-infosys-denies-creation-of-bank-accounts-without-aadhaar/?utm_source=TW&utm_medium=Twitter+AF&utm_campaign=SNAP%2Bfrom%2BAadhaar+FAIL … via @AadhaarFAILpic.twitter.com/791ea6zflh,2018-08-17 16:24:12+00:00,18,14,@AadhaarFAILpic,,
1030490367588802560,https://twitter.com/nschaetti/status/1030490367588802560,nschaetti,,"Global #ArtificialIntelligence Platform Market Trends 2018-2023: #Microsoft, #Google, IBM, Intel, Infosys – Cherry Grrl #CV #computervision https://cherrygrrl.com/2018/08/15/global-artificial-intelligence-platform-market-trends-2018-2023-microsoft-google-ibm-intel-infosys/ …",2018-08-17 16:23:43+00:00,1,0,,#ArtificialIntelligence #Microsoft #Google #CV #computervision,
1030489694709182465,https://twitter.com/OutlookBusiness/status/1030489694709182465,OutlookBusiness,,"With #Infosys hitting a new high, Gaurav Manchanda, son-in-law of co-founder SD Shibulal, sells stock worth Rs.1.10 billion https://www.outlookbusiness.com/markets/trend/relative-value-4608 … #markets #stockspic.twitter.com/mpdQlUaHAx",2018-08-17 16:21:03+00:00,0,1,,#Infosys #markets #stockspic,
1030486348212330496,https://twitter.com/sachinbery/status/1030486348212330496,sachinbery,,Infosys wants to turn a page with Lex learning platform - The Economic Times https://m.economictimes.com/tech/ites/infosys-wants-to-turn-a-page-with-lex-learning-platform/articleshow/65418112.cms?utm_source=AMPusers&utm_medium=twittershare&utm_campaign=socialsharebutton …,2018-08-17 16:07:45+00:00,2,2,,,
1030486003381723137,https://twitter.com/vvce_tm/status/1030486003381723137,vvce_tm,,"26th meeting was a joint meeting which was doing by the collaboration of VVCE Toastmasters, Infosys Toastmasters, Mysore Toastmasters and SDMIMD Toastmasters. It was held on the 15th of August i.e our Independence and the it was themed ""Tryst With Destiny"". pic.twitter.com/FkM6XSgXDO",2018-08-17 16:06:23+00:00,0,0,,,
1030485829699952641,https://twitter.com/po_quez/status/1030485829699952641,po_quez,,Thank you Infosys for the ability to work from home damn near everyday,2018-08-17 16:05:41+00:00,0,0,,,
1030484925068144641,https://twitter.com/FarEast_Numbers/status/1030484925068144641,FarEast_Numbers,,India's Infosys retains revenue forecast as seeks recovery http://bit.ly/2OL99KO pic.twitter.com/WYM9iPMNyO,2018-08-17 16:02:06+00:00,0,0,,,
1030480959890579456,https://twitter.com/NPCI_NPCI/status/1030480959890579456,NPCI_NPCI,,"Shri. @NandanNilekani (Co-Founder, and Non- Executive Chairman, @Infosys), shares his thoughts at the UPI 2.0 Launch. https://youtu.be/E3veTcqRzN0",2018-08-17 15:46:20+00:00,22,73,@NandanNilekani @Infosys,,
1030480550564220930,https://twitter.com/sachinbery/status/1030480550564220930,sachinbery,,@Infosys wants to turn a page with Lex learning platform - The Economic Times https://m.economictimes.com/tech/ites/infosys-wants-to-turn-a-page-with-lex-learning-platform/articleshow/65418112.cms?utm_source=AMPusers&utm_medium=twittershare&utm_campaign=socialsharebutton …,2018-08-17 15:44:43+00:00,0,0,@Infosys,,
1030479972610322434,https://twitter.com/InfosysUSA/status/1030479972610322434,InfosysUSA,,"Joining Infosys means joining a global community of influential agents for positive change. If you're a #supplychain or #finance principal looking for your next #SAP breakthrough, we'll give you the platform to make it happen: http://www.dontconsultlead.com #DontConsultLeadpic.twitter.com/jurBi1fG8Y",2018-08-17 15:42:25+00:00,0,1,,#supplychain #finance #SAP #DontConsultLeadpic,
1030469007218892800,https://twitter.com/Omkar_Raii/status/1030469007218892800,Omkar_Raii,,"The former Prime Minister #AtalBihariVajpayee had visited the country’s technology giant Infosys campus in Bengaluru on January 19, 2001, and said, “IT parks and campuses of software companies such as Infosys are the new temples of modern India”. https://www.thehindu.com/news/national/karnataka/vajpayee-termed-it-parks-new-temples-of-modern-india/article24710288.ece …",2018-08-17 14:58:51+00:00,75,83,,#AtalBihariVajpayee,
1030467649585733633,https://twitter.com/her2nd_innings/status/1030467649585733633,her2nd_innings,,"Nothing makes us happier than THIS. Shivani, restarted her career through HSI, as Returnship Consultant at #Infosys, after 2.4 yrs #CareerBreak. Inspired to kickstart your #career comeback? Signup NOW http://www.hersecondinnings.com Subscribe: http://bit.ly/HSIYouTubeChannel … #hersecondinningspic.twitter.com/oDE9d2OE6t",2018-08-17 14:53:27+00:00,0,0,,#Infosys #CareerBreak #career #hersecondinningspic,
1030463384704045057,https://twitter.com/jaiminbm/status/1030463384704045057,jaiminbm,,One more... TCS and Infosys.... People sold when there were dispute at top management... 1 year and people are buying them at 52 week high... That's why you should keep emotions aside while trading,2018-08-17 14:36:30+00:00,0,1,,,
1030459292774617093,https://twitter.com/jasminejasabc/status/1030459292774617093,jasminejasabc,,Food and Relief materials gathered by Infosys Trivandrum office. And work mates themselves supplying it to the respective places #KeralaFloodRelief #KeralaFloods #DoForKeralapic.twitter.com/ZFjv3HDfyb,2018-08-17 14:20:15+00:00,3,8,,#KeralaFloodRelief #KeralaFloods #DoForKeralapic,
1030459007323070464,https://twitter.com/expert_infosys/status/1030459007323070464,expert_infosys,,"Why??? #Asus’ new #Zephyrus S #gaming laptop is its thinnest yet, but the trackpad is still in the wrong placehttps://www.theverge.com/2018/8/16/17693412/asus-zephyrus-s-gaming-laptop-thin-razer-msi …",2018-08-17 14:19:07+00:00,0,1,,#Asus #Zephyrus #gaming,
1030458511862505472,https://twitter.com/expert_infosys/status/1030458511862505472,expert_infosys,,Need help to #upgrade #Windows10? We can help!https://www.windowscentral.com/microsoft-ships-windows-10-preview-build-18219-skip-ahead-insiders …,2018-08-17 14:17:08+00:00,0,0,,#upgrade #Windows10,
1030457242594824192,https://twitter.com/dmpt92yy/status/1030457242594824192,dmpt92yy,,"Where are Ambanis, Adanis, Infosys, Wipro, film stars, cricketers and above all politicians? Why should the Chief Minister go about with a begging bowl?",2018-08-17 14:12:06+00:00,7,14,,,
1030454694697684993,https://twitter.com/stphere/status/1030454694697684993,stphere,,"It's the time for the man who united Tamil folks of Infosys's Jan 12th 2015 batch to leave ! Though we have had a lot of contrary conversations & arguments, every single happy moment with you and our gang will... https://www.facebook.com/100000634549173/posts/2084894258208372/ …",2018-08-17 14:01:58+00:00,0,0,,,
1030453312997482497,https://twitter.com/BobinGeorge92/status/1030453312997482497,BobinGeorge92,,Randomness.... @Infosys Jaipur https://www.instagram.com/p/BmlRxHvjrazC2gnvmqnhrM7iHWsbN4MYbO_0TQ0/?utm_source=ig_twitter_share&igshid=1g5tdens1996o …,2018-08-17 13:56:29+00:00,0,0,@Infosys,,
1030452551265800192,https://twitter.com/atulajith/status/1030452551265800192,atulajith,,"At the #DigitalBanking summit #Lima, plasprilla7 sets out the agenda for the day and introduces Infosys Finacle #Digitization #MobileBanking #Cloud #DigitalEngagement #Banking #API #Digital #DL #Automationpic.twitter.com/PTVqujuTKb",2018-08-17 13:53:27+00:00,0,0,,#DigitalBanking #Lima #Digitization #MobileBanking #Cloud #DigitalEngagement #Banking #API #Digital #DL #Automationpic,
1030452323049385985,https://twitter.com/meetaga/status/1030452323049385985,meetaga,,"GAIL, Infosys, Bajaj Finance, Bajaj Finserv from Nifty 50 hit new highs https://mybs.in/2VpE4Ux",2018-08-17 13:52:33+00:00,0,0,,,
1030452233719242753,https://twitter.com/arpan_roy/status/1030452233719242753,arpan_roy,,"At the #DigitalBanking summit #Lima, plasprilla7 sets out the agenda for the day and introduces Infosys Finacle #Digitization #MobileBanking #Cloud #DigitalEngagement #Banking #API #Digital #DL #Automationpic.twitter.com/mpjJMEsFWo",2018-08-17 13:52:12+00:00,0,0,,#DigitalBanking #Lima #Digitization #MobileBanking #Cloud #DigitalEngagement #Banking #API #Digital #DL #Automationpic,
1030451814787772418,https://twitter.com/Finacle/status/1030451814787772418,Finacle,,"At the #DigitalBanking summit #Lima, @plasprilla7 sets out the agenda for the day and introduces @Infosys Finacle #Digitization #MobileBanking #Cloud #DigitalEngagement #Banking #API #Digital #DL #Automationpic.twitter.com/k9wO6qhVcY",2018-08-17 13:50:32+00:00,2,1,@plasprilla7 @Infosys,#DigitalBanking #Lima #Digitization #MobileBanking #Cloud #DigitalEngagement #Banking #API #Digital #DL #Automationpic,
1030450800064167937,https://twitter.com/AngelCarlton/status/1030450800064167937,AngelCarlton,,Ensuring talent & knowledge can move freely within a business to address emerging needs is a key component of organizational agility. Read how @Infosys is putting talent fluidity into action in this @i4cp case study.http://bit.ly/2vJhSpy,2018-08-17 13:46:30+00:00,0,0,@Infosys @i4cp,,
1030450394441236480,https://twitter.com/Mycomplaintonl1/status/1030450394441236480,Mycomplaintonl1,,8 Prophecy Tech India 9 Broin Tech IT 10 Enigma Software Solution 11. Business Info System 12. Famous Personality 13. Soft Cell System 14. VRI Solution /removed/ 16. Hash Infosys 17. Gnix Info 18. Jiyoun Systems 19. Sanmati Solution 20. E-ware Technology 21. IT Brain Shapers 2/2,2018-08-17 13:44:53+00:00,0,0,,,
1030447586719588352,https://twitter.com/masakunshanghai/status/1030447586719588352,masakunshanghai,,インドが誇るIT企業”BIG3″。インドIT市場を牽引するTCS、Infosys、Wipro ｜ India Note http://indianote.asia/india-it-big3,2018-08-17 13:33:44+00:00,0,4,,,
1030445810167828481,https://twitter.com/trilobite_1970/status/1030445810167828481,trilobite_1970,,How many rupees did Infosys and Wipro contribute to Kerala and Karnataka floods? Zero? @Infosys @Wipro,2018-08-17 13:26:40+00:00,0,0,@Infosys @Wipro,,
1030445461579198464,https://twitter.com/divyajsET/status/1030445461579198464,divyajsET,,"When @Infosys_nmurthy once said India will have a $100 million company, no one believed him. Look where we are today @VaniKola at #ETStartupAwards",2018-08-17 13:25:17+00:00,3,2,@Infosys_nmurthy @VaniKola,#ETStartupAwards,
1030444984913342464,https://twitter.com/ET_RISE/status/1030444984913342464,ET_RISE,,"When @Infosys_nmurthy once said India will have a $100 million company, no one believed him. Look where we are today @VaniKola #ETStartupAwardspic.twitter.com/OhJazxf7mS",2018-08-17 13:23:23+00:00,8,17,@Infosys_nmurthy @VaniKola,#ETStartupAwardspic,
1030443944356732929,https://twitter.com/NPCI_BHIM/status/1030443944356732929,NPCI_BHIM,,"Hi, we have responded to your query via Direct Message. Thank you.",2018-08-17 13:19:15+00:00,0,0,,,
1030442889329995776,https://twitter.com/RangersDen/status/1030442889329995776,RangersDen,,thanks bro,2018-08-17 13:15:04+00:00,0,0,,,
1030442770845114369,https://twitter.com/ImKr1shna/status/1030442770845114369,ImKr1shna,,Congrats,2018-08-17 13:14:35+00:00,0,0,,,
1030442257177034752,https://twitter.com/RangersDen/status/1030442257177034752,RangersDen,,Good for u bro..sure will try,2018-08-17 13:12:33+00:00,0,0,,,
1030441869635932162,https://twitter.com/RangersDen/status/1030441869635932162,RangersDen,,Happy weekend bro,2018-08-17 13:11:01+00:00,0,0,,,
1030441563413991425,https://twitter.com/RangersDen/status/1030441563413991425,RangersDen,,Mi range kakapote comedy na sir,2018-08-17 13:09:48+00:00,0,0,,,
1030441532543971329,https://twitter.com/CareerPathfinde/status/1030441532543971329,CareerPathfinde,,My answer to Is it good decision to leave TCS and join Infosys in a current (2018)market situation ? I have overall and total experience of 5.76 years in TCS . Also I am working as Hadoop Administrator. Please let me know your valuable suggestions on this? https://www.quora.com/Is-it-good-decision-to-leave-TCS-and-join-Infosys-in-a-current-2018-market-situation-I-have-overall-and-total-experience-of-5-76-years-in-TCS-Also-I-am-working-as-Hadoop-Administrator-Please-let-me-know-your/answer/Rajiv-Ranjan-271?share=033e7f02 …,2018-08-17 13:09:40+00:00,0,0,,,
1030441043441975296,https://twitter.com/RangersDen/status/1030441043441975296,RangersDen,,Yeah Google search engine,2018-08-17 13:07:44+00:00,0,0,,,
1030440985308930048,https://twitter.com/RangersDen/status/1030440985308930048,RangersDen,,yet to see,2018-08-17 13:07:30+00:00,0,0,,,
1030440351931215872,https://twitter.com/RangersDen/status/1030440351931215872,RangersDen,,Signing off @Infosys,2018-08-17 13:04:59+00:00,0,0,@Infosys,,
1030434361626320896,https://twitter.com/praveen2you/status/1030434361626320896,praveen2you,,#infosysmysore #greenery #campus #stay #mysorediaries #chinnamclicks @Infosys Mysore Campus https://www.instagram.com/p/BmlJJgyHmoa/?utm_source=ig_twitter_share&igshid=1eqc4h6tzz5ah …,2018-08-17 12:41:11+00:00,0,0,@Infosys,#infosysmysore #greenery #campus #stay #mysorediaries #chinnamclicks,
1030433835996012546,https://twitter.com/Atlanta_hire/status/1030433835996012546,Atlanta_hire,,"Senior Project Manager – US: Role Senior Project Manager – US Auto req ID 26690BR Domain Insurance Country USA State / Region / Province Georgia Work Location Atlanta, GA Company Infosys McCamish Job Description Infosys McCamish – Senior Project Manager… http://tw.eet.link/QgBmf6 pic.twitter.com/Yc6Hll8uCY",2018-08-17 12:39:05+00:00,0,0,,,
1030432817484726272,https://twitter.com/XmarketReports/status/1030432817484726272,XmarketReports,,"Cloud microservices industry global market trends ti 2025 published by leading research firm: Key Companies Analysis: - AWS, CA Technologies, IBM, Microsoft, Salesforce, Infosys, NGINX, Oracle, Pivotal Software, Syntel, SmartBear Software, Marlabs,… http://dlvr.it/QgBlQQ",2018-08-17 12:35:02+00:00,0,0,,,
1030431673559773184,https://twitter.com/InfosysUSA/status/1030431673559773184,InfosysUSA,,"Be part of a company that never stops innovating. We're hiring #Java, SpringBoot, RESTful services, SOAP, AWS experts. Apply now and receive a phone call from an Infosys recruiter within 24 hours. https://infy.com/2MpOq1B #SpeedHiring #USJobspic.twitter.com/KpmNpLTaFp",2018-08-17 12:30:30+00:00,0,3,,#Java #SpeedHiring #USJobspic,
1030431281820053510,https://twitter.com/Raheelk/status/1030431281820053510,Raheelk,TheRestlessQuil,Hey @Flipkart @swiggy_in @Infosys can you donate these please? #KeralaFloods #StandWithKeralahttps://twitter.com/TheRestlessQuil/status/1030342029379817472 …,2018-08-17 12:28:56+00:00,4,1,@Flipkart @swiggy_in @Infosys,#KeralaFloods #StandWithKeralahttps,
